NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
RICKMAN_HEAD_AND_NECK_CANCER_D	40	11		
RICKMAN_HEAD_AND_NECK_CANCER_E	87	52		
RICKMAN_HEAD_AND_NECK_CANCER_F	55	43		
RICKMAN_METASTASIS_DN	263	223		
RICKMAN_METASTASIS_UP	350	302		
RICKMAN_TUMOR_DIFFERENTIATED_MODERATELY_VS_POORLY_DN	16	15		
RICKMAN_TUMOR_DIFFERENTIATED_MODERATELY_VS_POORLY_UP	125	111		
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_DN	113	87		
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_MODERATELY_UP	107	91		
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_DN	384	332		
RICKMAN_TUMOR_DIFFERENTIATED_WELL_VS_POORLY_UP	242	221		
RIEGE_DELTANP63_DIRECT_TARGETS_UP	138	128		
RIGGINS_TAMOXIFEN_RESISTANCE_DN	221	192		
RIGGINS_TAMOXIFEN_RESISTANCE_UP	67	49		
RIGGI_EWING_SARCOMA_PROGENITOR_DN	196	161		
RIGGI_EWING_SARCOMA_PROGENITOR_UP	437	371		
RIZKI_TUMOR_INVASIVENESS_2D_DN	63	51		
RIZKI_TUMOR_INVASIVENESS_2D_UP	69	58		
RIZKI_TUMOR_INVASIVENESS_3D_DN	262	227		
RIZKI_TUMOR_INVASIVENESS_3D_UP	209	172		
RIZ_ERYTHROID_DIFFERENTIATION	82	78		
RIZ_ERYTHROID_DIFFERENTIATION_12HR	36	30		
RIZ_ERYTHROID_DIFFERENTIATION_6HR	38	31		
RIZ_ERYTHROID_DIFFERENTIATION_APOBEC2	25	20		
RIZ_ERYTHROID_DIFFERENTIATION_CCNE1	43	42		
RIZ_ERYTHROID_DIFFERENTIATION_HBZ	37	33		
RIZ_ERYTHROID_DIFFERENTIATION_HEMGN	26	24		
RODRIGUES_DCC_TARGETS_DN	119	111		
RODRIGUES_DCC_TARGETS_UP	6	5		
RODRIGUES_NTN1_AND_DCC_TARGETS	35	28		
RODRIGUES_NTN1_TARGETS_DN	161	137		
RODRIGUES_NTN1_TARGETS_UP	17	14		
RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN	542	459		
RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_UP	721		Rejected!	
RODRIGUES_THYROID_CARCINOMA_DN	78	63		
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN	807		Rejected!	
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_UP	644		Rejected!	
RODRIGUES_THYROID_CARCINOMA_UP	16	12		
RODWELL_AGING_KIDNEY_DN	148	118		
RODWELL_AGING_KIDNEY_NO_BLOOD_DN	148	123		
RODWELL_AGING_KIDNEY_NO_BLOOD_UP	224	182		
RODWELL_AGING_KIDNEY_UP	501	391		
ROESSLER_LIVER_CANCER_METASTASIS_DN	51	44		
ROESSLER_LIVER_CANCER_METASTASIS_UP	106	88		
ROETH_TERT_TARGETS_DN	9	7		
ROETH_TERT_TARGETS_UP	14	12		
ROPERO_HDAC2_TARGETS	112	90		
RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_DN	28	24		
RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_UP	28	23		
ROSS_ACUTE_MYELOID_LEUKEMIA_CBF	82	65		
ROSS_AML_OF_FAB_M7_TYPE	70	63		
ROSS_AML_WITH_AML1_ETO_FUSION	79	67		
ROSS_AML_WITH_CBFB_MYH11_FUSION	52	42		
ROSS_AML_WITH_MLL_FUSIONS	80	66		
ROSS_AML_WITH_PML_RARA_FUSION	80	67		
ROSS_LEUKEMIA_WITH_MLL_FUSIONS	79	68		
ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER	140	132		
ROVERSI_GLIOMA_COPY_NUMBER_DN	54	44		
ROVERSI_GLIOMA_COPY_NUMBER_UP	100	85		
ROVERSI_GLIOMA_LOH_REGIONS	45	39		
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_DN	26	19		
ROYLANCE_BREAST_CANCER_16Q_COPY_NUMBER_UP	64	50		
ROY_WOUND_BLOOD_VESSEL_DN	23	14		
ROY_WOUND_BLOOD_VESSEL_UP	50	41		
ROZANOV_MMP14_CORRELATED	11	11		
ROZANOV_MMP14_TARGETS_DN	35	30		
ROZANOV_MMP14_TARGETS_SUBSET	33	28		
ROZANOV_MMP14_TARGETS_UP	267	220		
RUAN_RESPONSE_TO_TNF_DN	79	68		
RUAN_RESPONSE_TO_TNF_TROGLITAZONE_DN	39	32		
RUAN_RESPONSE_TO_TNF_TROGLITAZONE_UP	17	11		
RUAN_RESPONSE_TO_TNF_UP	13	7		
RUAN_RESPONSE_TO_TROGLITAZONE_DN	17	11		
RUAN_RESPONSE_TO_TROGLITAZONE_UP	24	22		
RUIZ_TNC_TARGETS_DN	143	134		
RUIZ_TNC_TARGETS_UP	156	135		
RUNNE_GENDER_EFFECT_UP	9		Rejected!	
RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_DN	320	258		
RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_UP	341	288		
RUTELLA_RESPONSE_TO_HGF_DN	240	201		
RUTELLA_RESPONSE_TO_HGF_UP	421	345		
RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_DN	250	209		
RUTELLA_RESPONSE_TO_HGF_VS_CSF2RB_AND_IL4_UP	411	337		
RYAN_MANTLE_CELL_LYMPHOMA_NOTCH_DIRECT_UP	148	124		
SABATES_COLORECTAL_ADENOMA_DN	299	212		
SABATES_COLORECTAL_ADENOMA_SIZE_DN	13	10		
SABATES_COLORECTAL_ADENOMA_SIZE_UP	24	16		
SABATES_COLORECTAL_ADENOMA_UP	140	85		
SAENZ_DETOX_PATHWAY_AND_CARCINOGENESIS_DN	15	8		
SAFFORD_T_LYMPHOCYTE_ANERGY	90	73		
SAGIV_CD24_TARGETS_DN	45	37		
SAGIV_CD24_TARGETS_UP	22	21		
SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_DN	36	28		
SAKAI_CHRONIC_HEPATITIS_VS_LIVER_CANCER_UP	82	76		
SAKAI_TUMOR_INFILTRATING_MONOCYTES_DN	81	75		
SAKAI_TUMOR_INFILTRATING_MONOCYTES_UP	27	27		
SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_POST_TREATMENT_DN	16		Rejected!	
SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_POST_TREATMENT_UP	26	14		
SALVADOR_MARTIN_PEDIATRIC_TBD_ANTI_TNF_THERAPY_NONRESPONDER_PRE_TREATMENT_UP	29	11		
SAMOLS_TARGETS_OF_KHSV_MIRNAS_DN	60	41		
SAMOLS_TARGETS_OF_KHSV_MIRNAS_UP	8	6		
SANA_RESPONSE_TO_IFNG_DN	87	80		
SANA_RESPONSE_TO_IFNG_UP	76	49		
SANA_TNF_SIGNALING_DN	85	75		
SANA_TNF_SIGNALING_UP	83	58		
SANCHEZ_MDM2_TARGETS	15	14		
SANDERSON_PPARA_TARGETS	15	13		
SANSOM_APC_MYC_TARGETS	241	228		
SANSOM_APC_TARGETS	209	172		
SANSOM_APC_TARGETS_DN	366	285		
SANSOM_APC_TARGETS_REQUIRE_MYC	225	214		
SANSOM_APC_TARGETS_UP	132	107		
SANSOM_WNT_PATHWAY_REQUIRE_MYC	63	55		
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_DN	145	115		
SARRIO_EPITHELIAL_MESENCHYMAL_TRANSITION_UP	166	154		
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_DN	18	18		
SARTIPY_BLUNTED_BY_INSULIN_RESISTANCE_UP	18	12		
SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_DN	20	17		
SARTIPY_NORMAL_AT_INSULIN_RESISTANCE_UP	29	25		
SASAI_RESISTANCE_TO_NEOPLASTIC_TRANSFROMATION	50	43		
SASAI_TARGETS_OF_CXCR6_AND_PTCH1_DN	8	6		
SASAI_TARGETS_OF_CXCR6_AND_PTCH1_UP	14	9		
SASAKI_ADULT_T_CELL_LEUKEMIA	168	144		
SASAKI_TARGETS_OF_TP73_AND_TP63	12	9		
SASSON_FSH_RESPONSE	7	6		
SASSON_RESPONSE_TO_FORSKOLIN_DN	85	79		
SASSON_RESPONSE_TO_FORSKOLIN_UP	88	81		
SASSON_RESPONSE_TO_GONADOTROPHINS_DN	86	80		
SASSON_RESPONSE_TO_GONADOTROPHINS_UP	86	79		
SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER	47	34		
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1	422	311		
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2	47	39		
SATO_SILENCED_EPIGENETICALLY_IN_PANCREATIC_CANCER	47	29		
SAUL_SEN_MAYO	124	91		
SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_DN	54	41		
SCHAEFFER_PROSTATE_DEVELOPMENT_12HR_UP	111	93		
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_DN	411	344		
SCHAEFFER_PROSTATE_DEVELOPMENT_48HR_UP	450	361		
SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_DN	467	438		
SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_UP	160	129		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_DN	10	9		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_UP	14	14		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_DN	7	6		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_UP	6	5		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX3	5	5		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_DN	33	31		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_UP	11	9		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_DN	8	7		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_UP	11	9		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_DN	5	5		
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_UP	7	5		
SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_DN	45	41		
SCHAEFFER_SOX9_TARGETS_IN_PROSTATE_DEVELOPMENT_UP	21	19		
SCHAVOLT_TARGETS_OF_TP53_AND_TP63	15	12		
SCHEIDEREIT_IKK_INTERACTING_PROTEINS	53	50		
SCHEIDEREIT_IKK_TARGETS	18	18		
SCHLESINGER_H3K27ME3_IN_NORMAL_AND_METHYLATED_IN_CANCER	28	20		
SCHLESINGER_METHYLATED_DE_NOVO_IN_CANCER	88	67		
SCHLESINGER_METHYLATED_IN_COLON_CANCER	10	8		
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_DN	26	21		
SCHLINGEMANN_SKIN_CARCINOGENESIS_TPA_UP	40	31		
SCHLOSSER_MYC_AND_SERUM_RESPONSE_SYNERGY	33	30		
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_DN	48	44		
SCHLOSSER_MYC_TARGETS_AND_SERUM_RESPONSE_UP	48	44		
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	161	152		
SCHLOSSER_SERUM_RESPONSE_AUGMENTED_BY_MYC	106	101		
SCHLOSSER_SERUM_RESPONSE_DN	705		Rejected!	
SCHLOSSER_SERUM_RESPONSE_UP	126	110		
SCHMAHL_PDGF_SIGNALING	10	8		
SCHMIDT_POR_TARGETS_IN_LIMB_BUD_DN	8	6		
SCHMIDT_POR_TARGETS_IN_LIMB_BUD_UP	27	26		
SCHOEN_NFKB_SIGNALING	34	26		
SCHRAETS_MLL_TARGETS_DN	33	27		
SCHRAETS_MLL_TARGETS_UP	33	29		
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_DN	85	72		
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP	352	296		
SCHUHMACHER_MYC_TARGETS_DN	8	8		
SCHUHMACHER_MYC_TARGETS_UP	80	77		
SCHWAB_TARGETS_OF_BMYB_POLYMORPHIC_VARIANTS_DN	16	15		
SCHWAB_TARGETS_OF_BMYB_POLYMORPHIC_VARIANTS_UP	13	12		
SCIAN_CELL_CYCLE_TARGETS_OF_TP53_AND_TP73_DN	22	21		
SCIAN_CELL_CYCLE_TARGETS_OF_TP53_AND_TP73_UP	9	9		
SCIAN_INVERSED_TARGETS_OF_TP53_AND_TP73_DN	30	27		
SCIAN_INVERSED_TARGETS_OF_TP53_AND_TP73_UP	11	9		
SCIBETTA_KDM5B_TARGETS_DN	79	71		
SCIBETTA_KDM5B_TARGETS_UP	19	17		
SEAVEY_EPITHELIOID_HEMANGIOENDOTHELIOMA	93	72		
SEIDEN_MET_SIGNALING	20	17		
SEIDEN_ONCOGENESIS_BY_MET	89	80		
SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_DN	32	24		
SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP	75	55		
SEKI_INFLAMMATORY_RESPONSE_LPS_DN	23	21		
SEKI_INFLAMMATORY_RESPONSE_LPS_UP	76	65		
SEMBA_FHIT_TARGETS_DN	10	9		
SEMBA_FHIT_TARGETS_UP	11	8		
SEMENZA_HIF1_TARGETS	36	28		
SENESE_HDAC1_AND_HDAC2_TARGETS_DN	238	190		
SENESE_HDAC1_AND_HDAC2_TARGETS_UP	243	199		
SENESE_HDAC1_TARGETS_DN	267	204		
SENESE_HDAC1_TARGETS_UP	451	397		
SENESE_HDAC2_TARGETS_DN	133	103		
SENESE_HDAC2_TARGETS_UP	116	100		
SENESE_HDAC3_TARGETS_DN	548	476		
SENESE_HDAC3_TARGETS_UP	495	421		
SENGUPTA_EBNA1_ANTICORRELATED	161	125		
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN	358	265		
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP	305	264		
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN	175	105		
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_UP	404	331		
SERVITJA_ISLET_HNF1A_TARGETS_DN	110	74		
SERVITJA_ISLET_HNF1A_TARGETS_UP	167	135		
SERVITJA_LIVER_HNF1A_TARGETS_DN	166	108		
SERVITJA_LIVER_HNF1A_TARGETS_UP	137	107		
SESTO_RESPONSE_TO_UV_C0	109	94		
SESTO_RESPONSE_TO_UV_C1	74	59		
SESTO_RESPONSE_TO_UV_C2	54	53		
SESTO_RESPONSE_TO_UV_C3	22	16		
SESTO_RESPONSE_TO_UV_C4	20	17		
SESTO_RESPONSE_TO_UV_C5	46	45		
SESTO_RESPONSE_TO_UV_C6	39	35		
SESTO_RESPONSE_TO_UV_C7	70	55		
SESTO_RESPONSE_TO_UV_C8	71	68		
SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_DN	20	13		
SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_UP	67	60		
SHAFFER_IRF4_MULTIPLE_MYELOMA_PROGRAM	36	33		
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_B_LYMPHOCYTE	81	79		
SHAFFER_IRF4_TARGETS_IN_ACTIVATED_DENDRITIC_CELL	65	60		
SHAFFER_IRF4_TARGETS_IN_MYELOMA_VS_MATURE_B_LYMPHOCYTE	101	92		
SHAFFER_IRF4_TARGETS_IN_PLASMA_CELL_VS_MATURE_B_LYMPHOCYTE	67	58		
SHANK_TAL1_TARGETS_DN	10	8		
SHARMA_ASTROCYTOMA_WITH_NF1_SYNDROM	5	5		
SHARMA_PILOCYTIC_ASTROCYTOMA_LOCATION_DN	7	6		
SHARMA_PILOCYTIC_ASTROCYTOMA_LOCATION_UP	27	22		
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A12	318	210		
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A4	197	162		
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A5	69	61		
SHEDDEN_LUNG_CANCER_POOR_SURVIVAL_A6	458	416		
SHEN_SMARCA2_TARGETS_DN	322	202		
SHEN_SMARCA2_TARGETS_UP	429	406		
SHEPARD_BMYB_MORPHOLINO_DN	202	173		
SHEPARD_BMYB_MORPHOLINO_UP	212	190		
SHEPARD_BMYB_TARGETS	76	64		
SHEPARD_CRASH_AND_BURN_MUTANT_DN	191	159		
SHEPARD_CRASH_AND_BURN_MUTANT_UP	205	171		
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM1	260	229		
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM2	168	145		
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM3	74	57		
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM4	288	235		
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM5	108	86		
SHETH_LIVER_CANCER_VS_TXNIP_LOSS_PAM6	55	49		
SHIN_B_CELL_LYMPHOMA_CLUSTER_1	13	10		
SHIN_B_CELL_LYMPHOMA_CLUSTER_2	31	28		
SHIN_B_CELL_LYMPHOMA_CLUSTER_3	28	25		
SHIN_B_CELL_LYMPHOMA_CLUSTER_5	18	11		
SHIN_B_CELL_LYMPHOMA_CLUSTER_6	12	8		
SHIN_B_CELL_LYMPHOMA_CLUSTER_7	27	25		
SHIN_B_CELL_LYMPHOMA_CLUSTER_8	37	34		
SHIN_B_CELL_LYMPHOMA_CLUSTER_9	19	18		
SHIPP_DLBCL_CURED_VS_FATAL_DN	44	38		
SHIPP_DLBCL_CURED_VS_FATAL_UP	39	27		
SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_DN	45	36		
SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP	45	42		
SHIRAISHI_PLZF_TARGETS_DN	9	7		
SHIRAISHI_PLZF_TARGETS_UP	10	10		
SHI_SPARC_TARGETS_DN	13	11		
SHI_SPARC_TARGETS_UP	24	22		
SILIGAN_BOUND_BY_EWS_FLT1_FUSION	46	42		
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_DN	18	17		
SILIGAN_TARGETS_OF_EWS_FLI1_FUSION_UP	15	15		
SIMBULAN_PARP1_TARGETS_DN	17	16		
SIMBULAN_PARP1_TARGETS_UP	30	26		
SIMBULAN_UV_RESPONSE_IMMORTALIZED_DN	31	30		
SIMBULAN_UV_RESPONSE_NORMAL_DN	33	31		
SIMBULAN_UV_RESPONSE_NORMAL_UP	9		Rejected!	
SINGH_NFE2L2_TARGETS	14	12		
SLEBOS_HEAD_AND_NECK_CANCER_WITH_HPV_UP	79	66		
SMID_BREAST_CANCER_BASAL_DN	699		Rejected!	
SMID_BREAST_CANCER_BASAL_UP	662		Rejected!	
SMID_BREAST_CANCER_ERBB2_DN	5		Rejected!	
SMID_BREAST_CANCER_ERBB2_UP	152	105		
SMID_BREAST_CANCER_LUMINAL_A_DN	18	17		
SMID_BREAST_CANCER_LUMINAL_A_UP	85	65		
SMID_BREAST_CANCER_LUMINAL_B_DN	587	413		
SMID_BREAST_CANCER_LUMINAL_B_UP	169	134		
SMID_BREAST_CANCER_NORMAL_LIKE_DN	6		Rejected!	
SMID_BREAST_CANCER_NORMAL_LIKE_UP	485	355		
SMID_BREAST_CANCER_RELAPSE_IN_BONE_DN	324	233		
SMID_BREAST_CANCER_RELAPSE_IN_BONE_UP	99	68		
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_DN	82	60		
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_UP	41	31		
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_DN	10	10		
SMID_BREAST_CANCER_RELAPSE_IN_LIVER_UP	6		Rejected!	
SMID_BREAST_CANCER_RELAPSE_IN_LUNG_DN	38	21		
SMID_BREAST_CANCER_RELAPSE_IN_LUNG_UP	22	17		
SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_DN	32	17		
SMID_BREAST_CANCER_RELAPSE_IN_PLEURA_UP	6	6		
SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_DN	5	5		
SMIRNOV_CIRCULATING_ENDOTHELIOCYTES_IN_CANCER_UP	160	136		
SMIRNOV_RESPONSE_TO_IR_2HR_DN	57	50		
SMIRNOV_RESPONSE_TO_IR_2HR_UP	53	44		
SMIRNOV_RESPONSE_TO_IR_6HR_DN	114	98		
SMIRNOV_RESPONSE_TO_IR_6HR_UP	168	142		
SMITH_LIVER_CANCER	47	40		
SMITH_TERT_TARGETS_DN	87	74		
SMITH_TERT_TARGETS_UP	145	131		
SNIJDERS_AMPLIFIED_IN_HEAD_AND_NECK_TUMORS	37	34		
SOGA_COLORECTAL_CANCER_MYC_DN	71	61		
SOGA_COLORECTAL_CANCER_MYC_UP	82	78		
SONG_TARGETS_OF_IE86_CMV_PROTEIN	55	48		
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_DN	53	48		
SOTIRIOU_BREAST_CANCER_GRADE_1_VS_3_UP	154	144		
SOUCEK_MYC_TARGETS	10		Rejected!	
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_2FC_DN	21	18		
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_2FC_UP	13	10		
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_DN	590		Rejected!	
SPIELMAN_LYMPHOBLAST_EUROPEAN_VS_ASIAN_UP	484	431		
SPIRA_SMOKERS_LUNG_CANCER_DN	14	11		
SPIRA_SMOKERS_LUNG_CANCER_UP	39	30		
STAEGE_EWING_FAMILY_TUMOR	32	21		
STAMBOLSKY_BOUND_BY_MUTATED_TP53	18	13		
STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_DN	25	20		
STAMBOLSKY_RESPONSE_TO_VITAMIN_D3_UP	84	69		
STAMBOLSKY_TARGETS_OF_MUTATED_TP53_DN	51	38		
STAMBOLSKY_TARGETS_OF_MUTATED_TP53_UP	49	40		
STANELLE_E2F1_TARGETS	29	27		
STANHILL_HRAS_TRANSFROMATION_UP	5		Rejected!	
STARK_BRAIN_22Q11_DELETION	16	10		
STARK_HYPPOCAMPUS_22Q11_DELETION_DN	23	17		
STARK_HYPPOCAMPUS_22Q11_DELETION_UP	54	48		
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_DN	524	469		
STARK_PREFRONTAL_CORTEX_22Q11_DELETION_UP	206	186		
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN	63	51		
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_UP	128	112		
STEARMAN_TUMOR_FIELD_EFFECT_UP	39	30		
STEGER_ADIPOGENESIS_DN	25	22		
STEGER_ADIPOGENESIS_UP	21	18		
STEGMEIER_PREMITOTIC_CELL_CYCLE_REGULATORS	11	11		
STEINER_ERYTHROCYTE_MEMBRANE_GENES	14	13		
STEIN_ESR1_TARGETS	83	73		
STEIN_ESRRA_TARGETS	529	472		
STEIN_ESRRA_TARGETS_DN	105	96		
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_DN	41	39		
STEIN_ESRRA_TARGETS_RESPONSIVE_TO_ESTROGEN_UP	30	24		
STEIN_ESRRA_TARGETS_UP	385	341		
STEIN_ESTROGEN_RESPONSE_NOT_VIA_ESRRA	18	14		
STONER_ESOPHAGEAL_CARCINOGENESIS_DN	7	6		
STONER_ESOPHAGEAL_CARCINOGENESIS_UP	37	33		
STOSSI_RESPONSE_TO_ESTRADIOL	46	28		
STREICHER_LSM1_TARGETS_DN	19	13		
STREICHER_LSM1_TARGETS_UP	44	42		
SUBTIL_PROGESTIN_TARGETS	36	32		
SUH_COEXPRESSED_WITH_ID1_AND_ID2_UP	18	16		
SUMI_HNF4A_TARGETS	30	22		
SUNG_METASTASIS_STROMA_DN	54	43		
SUNG_METASTASIS_STROMA_UP	110	94		
SUZUKI_AMPLIFIED_IN_ORAL_CANCER	17	13		
SUZUKI_CTCFL_TARGETS_UP	13	10		
SUZUKI_RESPONSE_TO_TSA	18	11		
SUZUKI_RESPONSE_TO_TSA_AND_DECITABINE_1A	21	14		
SUZUKI_RESPONSE_TO_TSA_AND_DECITABINE_1B	16	10		
SU_KIDNEY	15	12		
SU_LIVER	58	31		
SU_PANCREAS	48	32		
SU_PLACENTA	30	21		
SU_SALIVARY_GLAND	14	5		
SU_TESTIS	80	70		
SU_THYMUS	20	15		
SWEET_KRAS_ONCOGENIC_SIGNATURE	89	76		
SWEET_KRAS_TARGETS_DN	66	50		
SWEET_KRAS_TARGETS_UP	83	72		
SWEET_LUNG_CANCER_KRAS_DN	422	336		
SWEET_LUNG_CANCER_KRAS_UP	484	402		
SYED_ESTRADIOL_RESPONSE	18	17		
TAGHAVI_NEOPLASTIC_TRANSFORMATION	11	9		
TAKADA_GASTRIC_CANCER_COPY_NUMBER_DN	29	27		
TAKADA_GASTRIC_CANCER_COPY_NUMBER_UP	7	7		
TAKAO_RESPONSE_TO_UVB_RADIATION_DN	98	93		
TAKAO_RESPONSE_TO_UVB_RADIATION_UP	87	69		
TAKAYAMA_BOUND_BY_AR	10	8		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN	150	103		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP	193	139		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_DN	132	86		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP	176	121		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_DN	30	19		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_3D_UP	183	142		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_DN	45	40		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_UP	87	71		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_DN	206	145		
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_UP	156	113		
TANAKA_METHYLATED_IN_ESOPHAGEAL_CARCINOMA	102	74		
TANG_SENESCENCE_TP53_TARGETS_DN	56	52		
TANG_SENESCENCE_TP53_TARGETS_UP	33	27		
TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_DN	38	33		
TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP	81	66		
TARTE_PLASMA_CELL_VS_PLASMABLAST_DN	307	284		
TARTE_PLASMA_CELL_VS_PLASMABLAST_UP	398	282		
TAVAZOIE_METASTASIS	108	75		
TAVOR_CEBPA_TARGETS_DN	32	22		
TAVOR_CEBPA_TARGETS_UP	51	46		
TAYLOR_METHYLATED_IN_ACUTE_LYMPHOBLASTIC_LEUKEMIA	78	71		
TCGA_GLIOBLASTOMA_COPY_NUMBER_DN	31	26		
TCGA_GLIOBLASTOMA_COPY_NUMBER_UP	75	64		
TCGA_GLIOBLASTOMA_MUTATED	8	8		
TENEDINI_MEGAKARYOCYTE_MARKERS	62	52		
TERAMOTO_OPN_TARGETS_CLUSTER_1	14	13		
TERAMOTO_OPN_TARGETS_CLUSTER_3	7	7		
TERAMOTO_OPN_TARGETS_CLUSTER_4	15	11		
TERAMOTO_OPN_TARGETS_CLUSTER_5	7	5		
TERAMOTO_OPN_TARGETS_CLUSTER_6	26	21		
TERAMOTO_OPN_TARGETS_CLUSTER_7	18	14		
TERAMOTO_OPN_TARGETS_CLUSTER_8	8	6		
