NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS	17	11		
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	190	60		
REACTOME_INACTIVATION_OF_CDC42_AND_RAC1	8	8		
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING	25	23		
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	24	15		
REACTOME_INDUCTION_OF_CELL_CELL_FUSION	13	13		
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS	27	26		
REACTOME_INFECTIOUS_DISEASE	1081		Rejected!	
REACTOME_INFLAMMASOMES	21	17		
REACTOME_INFLUENZA_INFECTION	157	146		
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	67	50		
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	13	12		
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	21	20		
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	80	14		
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION	19	19		
REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS	9	9		
REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL	15	14		
REACTOME_INNATE_IMMUNE_SYSTEM	1128		Rejected!	
REACTOME_INOSITOL_PHOSPHATE_METABOLISM	48	45		
REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE	22	19		
REACTOME_INSULIN_PROCESSING	25	21		
REACTOME_INSULIN_RECEPTOR_RECYCLING	30	27		
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	54	46		
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	108	96		
REACTOME_INTEGRATION_OF_PROVIRUS	9	9		
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	85	69		
REACTOME_INTEGRIN_SIGNALING	27	23		
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS	37	36		
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	37	36		
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	31	26		
REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA	11	8		
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	29	29		
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	78	45		
REACTOME_INTERFERON_GAMMA_SIGNALING	98	66		
REACTOME_INTERFERON_SIGNALING	273	204		
REACTOME_INTERLEUKIN_10_SIGNALING	45	28		
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	57	50		
REACTOME_INTERLEUKIN_12_SIGNALING	47	40		
REACTOME_INTERLEUKIN_15_SIGNALING	14	14		
REACTOME_INTERLEUKIN_17_SIGNALING	71	61		
REACTOME_INTERLEUKIN_18_SIGNALING	8	7		
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	152	141		
REACTOME_INTERLEUKIN_1_PROCESSING	9	8		
REACTOME_INTERLEUKIN_1_SIGNALING	114	110		
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	26	17		
REACTOME_INTERLEUKIN_21_SIGNALING	10	9		
REACTOME_INTERLEUKIN_23_SIGNALING	9	7		
REACTOME_INTERLEUKIN_27_SIGNALING	11	11		
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	44	37		
REACTOME_INTERLEUKIN_2_SIGNALING	12	10		
REACTOME_INTERLEUKIN_35_SIGNALLING	12	11		
REACTOME_INTERLEUKIN_36_PATHWAY	7		Rejected!	
REACTOME_INTERLEUKIN_37_SIGNALING	21	20		
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	48	43		
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	111	84		
REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	24	16		
REACTOME_INTERLEUKIN_6_SIGNALING	11	9		
REACTOME_INTERLEUKIN_7_SIGNALING	36	27		
REACTOME_INTERLEUKIN_9_SIGNALING	9	7		
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	27	23		
REACTOME_INTESTINAL_ABSORPTION	5		Rejected!	
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	313	291		
REACTOME_INTRAFLAGELLAR_TRANSPORT	54	45		
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	203	184		
REACTOME_INTRA_GOLGI_TRAFFIC	44	40		
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	55	52		
REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	23	14		
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	35	30		
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	10	9		
REACTOME_ION_CHANNEL_TRANSPORT	183	160		
REACTOME_ION_HOMEOSTASIS	54	46		
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	55	43		
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	14	13		
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX	10	10		
REACTOME_IRAK4_DEFICIENCY_TLR2_4	18	16		
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES	50	46		
REACTOME_IRF3_MEDIATED_ACTIVATION_OF_TYPE_1_IFN	5		Rejected!	
REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN	13	11		
REACTOME_IRON_UPTAKE_AND_TRANSPORT	58	52		
REACTOME_IRS_ACTIVATION	5		Rejected!	
REACTOME_IRS_MEDIATED_SIGNALLING	48	41		
REACTOME_ISG15_ANTIVIRAL_MECHANISM	74	70		
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	22	20		
REACTOME_JOSEPHIN_DOMAIN_DUBS	12	11		
REACTOME_KEAP1_NFE2L2_PATHWAY	125	120		
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	28	21		
REACTOME_KERATAN_SULFATE_DEGRADATION	15	10		
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	36	28		
REACTOME_KERATINIZATION	217	57		
REACTOME_KETONE_BODY_METABOLISM	10	8		
REACTOME_KIDNEY_DEVELOPMENT	46	36		
REACTOME_KILLING_MECHANISMS	12	10		
REACTOME_KINESINS	61	50		
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA	17	17		
REACTOME_L1CAM_INTERACTIONS	121	100		
REACTOME_LAGGING_STRAND_SYNTHESIS	20	18		
REACTOME_LAMININ_INTERACTIONS	30	29		
REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY	34	30		
REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS	70	67		
REACTOME_LDL_CLEARANCE	19	17		
REACTOME_LDL_REMODELING	6		Rejected!	
REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION	8	5		
REACTOME_LEISHMANIA_INFECTION	219	141		
REACTOME_LEUKOTRIENE_RECEPTORS	5	5		
REACTOME_LGI_ADAM_INTERACTIONS	14	9		
REACTOME_LIGAND_RECEPTOR_INTERACTIONS	8	8		
REACTOME_LINOLEIC_ACID_LA_METABOLISM	8	8		
REACTOME_LIPID_PARTICLE_ORGANIZATION	6	6		
REACTOME_LIPOPHAGY	9	9		
REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS	20	19		
REACTOME_LONG_TERM_POTENTIATION	23	23		
REACTOME_LOSS_OF_FUNCTION_OF_MECP2_IN_RETT_SYNDROME	13	13		
REACTOME_LOSS_OF_FUNCTION_OF_SMAD2_3_IN_CANCER	7	7		
REACTOME_LOSS_OF_MECP2_BINDING_ABILITY_TO_THE_NCOR_SMRT_COMPLEX	7	7		
REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION	5	5		
REACTOME_LTC4_CYSLTR_MEDIATED_IL4_PRODUCTION	7		Rejected!	
REACTOME_LYSINE_CATABOLISM	12	12		
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	35	32		
REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS	14	10		
REACTOME_MALATE_ASPARTATE_SHUTTLE	9	9		
REACTOME_MAP2K_AND_MAPK_ACTIVATION	40	37		
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION	16	15		
REACTOME_MAPK1_ERK2_ACTIVATION	9	8		
REACTOME_MAPK3_ERK1_ACTIVATION	10	9		
REACTOME_MAPK6_MAPK4_SIGNALING	93	87		
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	327	294		
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	31	26		
REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION	10	10		
REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	128	95		
REACTOME_MATURATION_OF_PROTEIN_3A	9	9		
REACTOME_MATURATION_OF_SARS_COV_1_NUCLEOPROTEIN	11	10		
REACTOME_MATURATION_OF_SARS_COV_2_NUCLEOPROTEIN	15	14		
REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN	5	5		
REACTOME_MATURATION_OF_SPIKE_PROTEIN	37	35		
REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE	20	20		
REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS	18	16		
REACTOME_MECP2_REGULATES_TRANSCRIPTION_FACTORS	5	5		
REACTOME_MECP2_REGULATES_TRANSCRIPTION_OF_NEURONAL_LIGANDS	8	7		
REACTOME_MEIOSIS	120	96		
REACTOME_MEIOTIC_RECOMBINATION	88	64		
REACTOME_MEIOTIC_SYNAPSIS	78	61		
REACTOME_MELANIN_BIOSYNTHESIS	5		Rejected!	
REACTOME_MEMBRANE_TRAFFICKING	630		Rejected!	
REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES	34	27		
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	18	9		
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	366	323		
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	17	13		
REACTOME_METABOLISM_OF_CARBOHYDRATES	288	250		
REACTOME_METABOLISM_OF_COFACTORS	25	24		
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	48	35		
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES	17	15		
REACTOME_METABOLISM_OF_INGESTED_SEMET_SEC_MESEC_INTO_H2SE	8	7		
REACTOME_METABOLISM_OF_LIPIDS	757		Rejected!	
REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION	14	14		
REACTOME_METABOLISM_OF_NUCLEOTIDES	97	92		
REACTOME_METABOLISM_OF_POLYAMINES	59	56		
REACTOME_METABOLISM_OF_PORPHYRINS	27	21		
REACTOME_METABOLISM_OF_RNA	724		Rejected!	
REACTOME_METABOLISM_OF_STEROIDS	154	135		
REACTOME_METABOLISM_OF_STEROID_HORMONES	36	30		
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	198	167		
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	127	110		
REACTOME_METALLOPROTEASE_DUBS	37	33		
REACTOME_METALLOTHIONEINS_BIND_METALS	11		Rejected!	
REACTOME_METAL_ION_SLC_TRANSPORTERS	24	22		
REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS	6		Rejected!	
REACTOME_METHIONINE_SALVAGE_PATHWAY	6	6		
REACTOME_METHYLATION	14	13		
REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING	6	6		
REACTOME_MET_ACTIVATES_PTK2_SIGNALING	30	27		
REACTOME_MET_ACTIVATES_PTPN11	5	5		
REACTOME_MET_ACTIVATES_RAP1_AND_RAC1	11	11		
REACTOME_MET_ACTIVATES_RAS_SIGNALING	11	11		
REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS	5		Rejected!	
REACTOME_MET_PROMOTES_CELL_MOTILITY	41	37		
REACTOME_MET_RECEPTOR_ACTIVATION	6	6		
REACTOME_MET_RECEPTOR_RECYCLING	10	10		
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	126	98		
REACTOME_MICRORNA_MIRNA_BIOGENESIS	25	23		
REACTOME_MINERALOCORTICOID_BIOSYNTHESIS	6		Rejected!	
REACTOME_MIRO_GTPASE_CYCLE	8	8		
REACTOME_MISCELLANEOUS_SUBSTRATES	12	6		
REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	26	24		
REACTOME_MISMATCH_REPAIR	15	14		
REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION	95	88		
REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT	137	123		
REACTOME_MITOCHONDRIAL_BIOGENESIS	96	87		
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT	23	22		
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	37	30		
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS	11	10		
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS	6	5		
REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS	13	13		
REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION	98	83		
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	65	60		
REACTOME_MITOCHONDRIAL_RNA_DEGRADATION	12	10		
REACTOME_MITOCHONDRIAL_TRANSLATION	96	91		
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	21	21		
REACTOME_MITOCHONDRIAL_UNCOUPLING	7	7		
REACTOME_MITOPHAGY	39	37		
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	149	144		
REACTOME_MITOTIC_G2_G2_M_PHASES	200	185		
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	236	223		
REACTOME_MITOTIC_PROMETAPHASE	204	186		
REACTOME_MITOTIC_PROPHASE	142	118		
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	111	108		
REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	13	13		
REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM	7	7		
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	37	31		
REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS	6	6		
REACTOME_MRNA_CAPPING	29	27		
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	16	13		
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	15	15		
REACTOME_MRNA_EDITING	10	5		
REACTOME_MRNA_EDITING_C_TO_U_CONVERSION	8		Rejected!	
REACTOME_MRNA_SPLICING	212	205		
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	50	50		
REACTOME_MTORC1_MEDIATED_SIGNALLING	24	23		
REACTOME_MTOR_SIGNALLING	41	40		
REACTOME_MUCOPOLYSACCHARIDOSES	11	11		
REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS	9	6		
REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS	5	5		
REACTOME_MUSCLE_CONTRACTION	203	166		
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	109	100		
REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA	9	9		
REACTOME_MYOGENESIS	29	24		
REACTOME_M_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_MATERNALLY_STORED_FACTORS	33	29		
REACTOME_M_PHASE	417	376		
REACTOME_NADE_MODULATES_DEATH_SIGNALLING	6	6		
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	19	17		
REACTOME_NCAM1_INTERACTIONS	42	36		
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	63	57		
REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION	7	6		
REACTOME_NEDDYLATION	245	237		
REACTOME_NEF_AND_SIGNAL_TRANSDUCTION	8	8		
REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION	9	9		
REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION	7	7		
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	10	7		
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	21	17		
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	108	83		
REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY	6	6		
REACTOME_NEGATIVE_REGULATION_OF_ACTIVITY_OF_TFAP2_AP_2_FAMILY_TRANSCRIPTION_FACTORS	10	9		
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING	33	28		
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING	34	29		
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	29	25		
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING	31	26		
REACTOME_NEGATIVE_REGULATION_OF_FLT3	15	15		
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	43	41		
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY	21	20		
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION	21	21		
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING	54	54		
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_DVL_INTERACTING_PROTEINS	5	5		
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS	15	12		
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	118	101		
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING	35	33		
REACTOME_NEPHRIN_FAMILY_INTERACTIONS	23	23		
REACTOME_NEPHRON_DEVELOPMENT	13	12		
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	575		Rejected!	
REACTOME_NETRIN_1_SIGNALING	44	44		
REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS	8	8		
REACTOME_NEUREXINS_AND_NEUROLIGINS	56	49		
REACTOME_NEUROFASCIN_INTERACTIONS	7	6		
REACTOME_NEURONAL_SYSTEM	411	345		
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	10	9		
REACTOME_NEUROTRANSMITTER_CLEARANCE	11	9		
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	205	168		
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	51	44		
REACTOME_NEUTROPHIL_DEGRANULATION	478	379		
REACTOME_NFE2L2_REGULATES_PENTOSE_PHOSPHATE_PATHWAY_GENES	8	7		
REACTOME_NFE2L2_REGULATING_ANTI_OXIDANT_DETOXIFICATION_ENZYMES	19	16		
REACTOME_NFE2L2_REGULATING_ER_STRESS_ASSOCIATED_GENES	5	5		
REACTOME_NFE2L2_REGULATING_INFLAMMATION_ASSOCIATED_GENES	5	5		
REACTOME_NFE2L2_REGULATING_MDR_ASSOCIATED_ENZYMES	8	8		
REACTOME_NFE2L2_REGULATING_TUMORIGENIC_GENES	11	11		
REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10	13	11		
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	13	13		
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION	5		Rejected!	
REACTOME_NGF_STIMULATED_TRANSCRIPTION	39	34		
REACTOME_NICOTINAMIDE_SALVAGING	19	17		
REACTOME_NICOTINATE_METABOLISM	31	28		
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	22	17		
REACTOME_NOD1_2_SIGNALING_PATHWAY	36	33		
REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3	8	8		
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	68	54		
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	116	107		
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	59	54		
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	18	17		
REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING	5	5		
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	48	46		
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	22	21		
REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	12	8		
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	25	25		
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	25	21		
REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	11	11		
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	20	18		
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	28	27		
REACTOME_NPAS4_REGULATES_EXPRESSION_OF_TARGET_GENES	22	17		
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING	47	42		
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_GLUCONEOGENESIS	5	5		
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS	9	8		
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_TRIGLYCERIDE_LIPOLYSIS_IN_ADIPOSE	5	5		
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS	9	8		
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE	5	5		
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX	37	34		
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	59	55		
REACTOME_NRCAM_INTERACTIONS	7	7		
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	16	16		
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS	41	39		
REACTOME_NTRK2_ACTIVATES_RAC1	5	5		
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	53	51		
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY	76	66		
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	61	53		
REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2	96	91		
REACTOME_NUCLEAR_EVENTS_STIMULATED_BY_ALK_SIGNALING_IN_CANCER	35	31		
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	34	33		
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	36	34		
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	53	50		
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	32	29		
REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS	56	50		
REACTOME_NUCLEOTIDE_BIOSYNTHESIS	14	13		
REACTOME_NUCLEOTIDE_CATABOLISM	35	33		
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	108	104		
REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS	16	13		
REACTOME_NUCLEOTIDE_SALVAGE	23	19		
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	15	15		
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	26	23		
REACTOME_N_GLYCAN_TRIMMING_AND_ELONGATION_IN_THE_CIS_GOLGI	5		Rejected!	
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	35	33		
REACTOME_OAS_ANTIVIRAL_RESPONSE	9	6		
REACTOME_OLFACTORY_SIGNALING_PATHWAY	417	44		
REACTOME_ONCOGENE_INDUCED_SENESCENCE	35	33		
REACTOME_ONCOGENIC_MAPK_SIGNALING	82	76		
REACTOME_OPIOID_SIGNALLING	90	83		
REACTOME_OPSINS	9		Rejected!	
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	71	70		
REACTOME_OREXIN_AND_NEUROPEPTIDES_FF_AND_QRFP_BIND_TO_THEIR_RESPECTIVE_RECEPTORS	8	5		
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	297	269		
REACTOME_ORGANIC_ANION_TRANSPORT	5		Rejected!	
REACTOME_ORGANIC_ANION_TRANSPORTERS	12	10		
REACTOME_ORGANIC_CATION_ANION_ZWITTERION_TRANSPORT	15	12		
REACTOME_ORGANIC_CATION_TRANSPORT	10	9		
REACTOME_OTHER_INTERLEUKIN_SIGNALING	24	21		
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS	19	17		
REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES	39	35		
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE	125	98		
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	39	31		
REACTOME_O_LINKED_GLYCOSYLATION	111	86		
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	62	45		
REACTOME_P130CAS_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	15	13		
REACTOME_P2Y_RECEPTORS	12	9		
REACTOME_P38MAPK_EVENTS	13	13		
REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1	6	6		
REACTOME_P75NTR_RECRUITS_SIGNALLING_COMPLEXES	13	13		
REACTOME_P75NTR_REGULATES_AXONOGENESIS	10	9		
REACTOME_P75NTR_SIGNALS_VIA_NF_KB	16	16		
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING	97	92		
REACTOME_PARACETAMOL_ADME	29	14		
